1000	7.50E+07	0	1.50E+06
2000	2.99E+08	0	6.00E+06
3000	6.74E+08	0	1.35E+07
4000	1.20E+09	0	2.40E+07
5000	1.87E+09	0	3.75E+07
6000	2.70E+09	0	5.40E+07
7000	3.67E+09	0	7.35E+07
8000	4.79E+09	0	9.60E+07
9000	6.06E+09	0	1.21E+08
10000	7.49E+09	0	1.50E+08
25000	4.68E+10	0	9.37E+08
50000	1.87E+11	0	3.75E+09
100000	7.50E+11	0	1.50E+10
